approved_symbol,hgnc_id,evidence_count,source_count_percentile,pLI,oe_lof,lof_z,mis_z,omim_summary,gencc_summary,clingen_summary,clinvar,clinical_groups_p,onset_groups_p,syndromic_groups_p,mgi_phenotype,interaction_score,stringdb_interaction_sum_score,stringdb_interaction_normalized_score,stringdb_interaction_string,expression_score,gtex_kidney_medulla,gtex_kidney_cortex,descartes_kidney_tpm,cur_id
SCARB2,1665,5,3.7492626579182344,8.9e-5,0.43758,2.613,1.3237,"Epilepsy, progressive myoclonic 4, with or without renal failure[OMIM:254900]-Autosomal recessive inheritance","Supportive (Unverricht-Lundborg syndrome[MONDO:0009698]-Autosomal recessive) | Strong, Supportive (action myoclonus-renal failure syndrome[MONDO:0009699]-Autosomal recessive) | Definitive (progressive myoclonus epilepsy[MONDO:0020074]-Autosomal recessive)",Definitive (progressive myoclonus epilepsy[MONDO:0020074]-AR),P:21; LP:8; VUS:188,OMIM:254900 (glomerulopathy: 0.31 | nephrocalcinosis: 0.132 | tubulopathy: 0.112 | complement: 0.107 | cyst_cilio: 0.076 | cakut: 0.06 | cancer: 0.05),OMIM:254900 (neonatal_or_pediatric: 0.2 | adult: 0.049),OMIM:254900 (syndromic: 0.028 | neurologic: 0.059),hm (true); ht (false),0.5,4771,0.7274633123689728,"9606.ENSP00000234396:163, 9606.ENSP00000260010:982, 9606.ENSP00000376410:163, 9606.ENSP00000362680:454, 9606.ENSP00000358866:163, 9606.ENSP00000363435:163, 9606.ENSP00000339191:897, 9606.ENSP00000294304:228, 9606.ENSP00000003084:400, 9606.ENSP00000346839:327, 9606.ENSP00000296387:183, 9606.ENSP00000236850:349, 9606.ENSP00000317674:299",0.5,35.6769,28.1663,113.768578334592,cur_333
SCLT1,26406,3,2.2343042007295733,0,0.66138,2.1827,-0.26924,NULL,Limited (Bardet-Biedl syndrome[MONDO:0015229]-Autosomal recessive) | Limited (Senior-Loken syndrome[MONDO:0017842]-Autosomal recessive),NULL,P:22; LP:10; VUS:197,NULL,NULL,NULL,hm (true); ht (false),0.5,2518,0.49056603773584906,"9606.ENSP00000355922:540, 9606.ENSP00000278935:985, 9606.ENSP00000380911:993",0.5,2.26307,1.1888299999999998,168.684868908111,cur_334
SCN4A,10591,3,1.2879252660116278,0.01294,0.25767,5.907,1.5606,"Paramyotonia congenita[OMIM:168300]-Autosomal dominant inheritance | Hyperkalemic periodic paralysis[OMIM:170500]-Autosomal dominant inheritance | Congenital myopathy 22B, severe fetal[OMIM:620369]-Autosomal recessive inheritance | Hypokalemic periodic paralysis, type 2[OMIM:613345]-Autosomal dominant inheritance | Myotonia congenita, atypical, acetazolamide-responsive[OMIM:608390]-Autosomal dominant inheritance | Myasthenic syndrome, congenital, 16[OMIM:614198]-Autosomal recessive inheritance | Congenital myopathy 22A, classic[OMIM:620351]-Autosomal recessive inheritance","Definitive, Definitive, Strong, Supportive (paramyotonia congenita of Von Eulenburg[MONDO:0008195]-Autosomal dominant) | Supportive (hypokalemic periodic paralysis[MONDO:0008223]-Autosomal dominant) | Definitive, Strong, Supportive (hyperkalemic periodic paralysis[MONDO:0008224]-Autosomal dominant) | Strong (hypokalemic periodic paralysis, type 2[MONDO:0013234]-Autosomal dominant) | Strong, Strong, Strong (congenital myasthenic syndrome 16[MONDO:0013620]-Autosomal recessive) | Strong (congenital myopathy[MONDO:0019952]-Autosomal recessive) | Supportive (postsynaptic congenital myasthenic syndrome[MONDO:0020344]-Autosomal recessive) | Supportive (myotonia fluctuans[MONDO:0020481]-Autosomal dominant) | Supportive (myotonia permanens[MONDO:0020482]-Autosomal dominant) | Supportive (acetazolamide-responsive myotonia[MONDO:0020483]-Autosomal dominant) | Definitive (hypokalemic periodic paralysis, type 1[MONDO:0042979]-Autosomal dominant) | Definitive, Definitive (SCN4A-related myopathy, autosomal recessive[MONDO:0100121]-Autosomal recessive)","Definitive (SCN4A-related myopathy, autosomal recessive[MONDO:0100121]-AR)",P:87; LP:50; VUS:854,NULL,OMIM:168300 (neonatal_or_pediatric: 0.402); OMIM:170500 (neonatal_or_pediatric: 0.402); OMIM:608390 (adult: 0.372 | neonatal_or_pediatric: 0.134); OMIM:614198 (neonatal_or_pediatric: 0.603); OMIM:620351 (antenatal_or_congenital: 0.849); OMIM:620369 (antenatal_or_congenital: 0.89),OMIM:170500 (syndromic: 0 | neurologic: 0); OMIM:613345 (syndromic: 0 | neurologic: 0); OMIM:614198 (syndromic: 0.021 | skeletal: 0.004 | neurologic: 0.024); OMIM:620351 (syndromic: 0.072 | skeletal: 0.121 | neurologic: 0.023); OMIM:620369 (syndromic: 0.087 | skeletal: 0.15 | neurologic: 0.025),hm (false); ht (false),0.5,4147,0.6792452830188679,"9606.ENSP00000353292:900, 9606.ENSP00000382717:214, 9606.ENSP00000406012:239, 9606.ENSP00000300061:900, 9606.ENSP00000314444:253, 9606.ENSP00000296266:183, 9606.ENSP00000345751:900, 9606.ENSP00000334198:558",0,1.42739,0.380994,1.77635143578422,cur_335
SCNN1A,10599,4,2.8581846255497276,NULL,NULL,NULL,NULL,"Pseudohypoaldosteronism, type IB1, autosomal recessive[OMIM:264350]-Autosomal recessive inheritance | ?Liddle syndrome 3[OMIM:618126]-Autosomal dominant inheritance | Bronchiectasis with or without elevated sweat chloride 2[OMIM:613021]-Autosomal dominant inheritance","Supportive (Liddle syndrome[MONDO:0008323]-Autosomal dominant) | Definitive, Strong, Strong, Supportive (autosomal recessive pseudohypoaldosteronism type 1[MONDO:0009917]-Autosomal recessive) | Strong, Moderate (bronchiectasis with or without elevated sweat chloride 2[MONDO:0013087]-Autosomal dominant) | Supportive (Brugada syndrome[MONDO:0015263]-Autosomal dominant) | Strong (pseudohypoaldosteronism type 1[MONDO:0019161]-Autosomal recessive) | Limited (Liddle syndrome 3[MONDO:0029132]-Autosomal dominant)",Strong (autosomal recessive pseudohypoaldosteronism type 1[MONDO:0009917]-AR),P:16; LP:10; VUS:86,NULL,OMIM:264350 (neonatal_or_pediatric: 0.134),OMIM:264350 (syndromic: 0.009 | growth: 0.171),hm (false); ht (false),0.5,3438,0.6163522012578616,"9606.ENSP00000300061:999, 9606.ENSP00000396320:900, 9606.ENSP00000334198:540, 9606.ENSP00000345751:999",0.5,137.437,73.7548,6.46001272337745,cur_336
SCNN1B,10600,4,3.020684882913959,0,0.53199,2.4516,0.21217,"Bronchiectasis with or without elevated sweat chloride 1[OMIM:211400]-Autosomal dominant inheritance | Pseudohypoaldosteronism, type IB2, autosomal recessive[OMIM:620125]-Autosomal recessive inheritance | Liddle syndrome 1[OMIM:177200]-Autosomal dominant inheritance",Supportive (Liddle syndrome[MONDO:0008323]-Autosomal dominant) | Strong (bronchiectasis with or without elevated sweat chloride 1[MONDO:0008887]-Autosomal dominant) | Supportive (autosomal recessive pseudohypoaldosteronism type 1[MONDO:0009917]-Autosomal recessive) | Strong (pseudohypoaldosteronism type 1[MONDO:0019161]-Autosomal recessive) | Strong (Liddle syndrome 1[MONDO:0020607]-Autosomal dominant),NULL,P:20; LP:8; VUS:94,OMIM:177200 (nephrocalcinosis: 0.111 | tubulopathy: 0.105 | glomerulopathy: 0.082 | complement: 0.071 | cyst_cilio: 0.068 | cakut: 0.04 | cancer: 0.02),OMIM:177200 (neonatal_or_pediatric: 0.463); OMIM:620125 (neonatal_or_pediatric: 0.134),NULL,hm (true); ht (true),0.5,4095,0.6729559748427673,"9606.ENSP00000353292:999, 9606.ENSP00000334198:540, 9606.ENSP00000396320:900, 9606.ENSP00000300061:999, 9606.ENSP00000339191:365, 9606.ENSP00000356319:292",0.5,24.378,13.3734,12.6316030215646,cur_337
SCNN1G,10602,3,2.8416319440238587,0.48199,0.21723,4.1175,0.56139,"Bronchiectasis with or without elevated sweat chloride 3[OMIM:613071]-Autosomal dominant inheritance | Pseudohypoaldosteronism, type IB3, autosomal recessive[OMIM:620126]-Autosomal recessive inheritance | Liddle syndrome 2[OMIM:618114]-Autosomal dominant inheritance","Definitive, Supportive (Liddle syndrome[MONDO:0008323]-Autosomal dominant) | Supportive (autosomal recessive pseudohypoaldosteronism type 1[MONDO:0009917]-Autosomal recessive) | Strong (bronchiectasis with or without elevated sweat chloride 3[MONDO:0013112]-Autosomal dominant) | Strong (pseudohypoaldosteronism type 1[MONDO:0019161]-Autosomal recessive) | Strong, Strong, Moderate (Liddle syndrome 2[MONDO:0020854]-Autosomal dominant)",Definitive (Liddle syndrome[MONDO:0008323]-AD),P:8; LP:4; VUS:63,NULL,OMIM:618114 (adult: 0.372 | neonatal_or_pediatric: 0.2); OMIM:620126 (neonatal_or_pediatric: 0.134),NULL,hm (true); ht (false),0.5,3666,0.639412997903564,"9606.ENSP00000003084:228, 9606.ENSP00000353292:999, 9606.ENSP00000345751:999, 9606.ENSP00000396320:900, 9606.ENSP00000334198:540",0.5,47.0689,25.7038,12.4730818755097,cur_338
SDCCAG8,10671,4,3.599801319700168,0,0.56158,2.7106,-0.098609,Senior-Loken syndrome 7[OMIM:613615]-Autosomal recessive inheritance | Bardet-Biedl syndrome 16[OMIM:615993]-Autosomal recessive inheritance,"Definitive, Moderate (Senior-Loken syndrome 7[MONDO:0013326]-Autosomal recessive) | Strong, Moderate (Bardet-Biedl syndrome 16[MONDO:0014444]-Autosomal recessive) | Supportive (Bardet-Biedl syndrome[MONDO:0015229]-Autosomal recessive) | Supportive (Senior-Loken syndrome[MONDO:0017842]-Autosomal recessive)",NULL,P:34; LP:26; VUS:268,OMIM:613615 (cyst_cilio: 0.097 | glomerulopathy: 0.007 | cakut: 0.004); OMIM:615993 (cyst_cilio: 0.312 | glomerulopathy: 0.22 | cakut: 0.173 | tubulopathy: 0.154 | nephrocalcinosis: 0.132 | complement: 0.107 | cancer: 0.1),NULL,OMIM:613615 (syndromic: 0.003 | neurologic: 0.006); OMIM:615993 (syndromic: 0.061 | growth: 0.293 | skeletal: 0.003 | neurologic: 0.094),hm (true); ht (false),0.5,2532,0.4947589098532495,"9606.ENSP00000311505:381, 9606.ENSP00000216181:500, 9606.ENSP00000278935:186, 9606.ENSP00000298552:229, 9606.ENSP00000344314:863, 9606.ENSP00000319756:187, 9606.ENSP00000455426:186",0.5,5.8478699999999995,5.022819999999999,179.783215807748,cur_339
SDHB,10681,3,1.499869962164291,2.44e-4,0.47277,2.1317,-0.10185,"Pheochromocytoma/paraganglioma syndrome 4[OMIM:115310]-Autosomal dominant inheritance | Mitochondrial complex II deficiency, nuclear type 4[OMIM:619224]-Autosomal recessive inheritance | Gastrointestinal stromal tumor[OMIM:606764]-Autosomal dominant inheritance | Gastrointestinal stromal tumor[OMIM:606764]-Sporadic | Paraganglioma and gastric stromal sarcoma[OMIM:606864]-NA","Strong (renal cell carcinoma[MONDO:0005086]-Autosomal dominant) | Definitive, Strong (paragangliomas 4[MONDO:0007273]-Autosomal dominant) | Supportive (mitochondrial complex II deficiency[MONDO:0009641]-Autosomal recessive) | Definitive, Strong (gastrointestinal stromal tumor[MONDO:0011719]-Autosomal dominant) | Strong, Supportive (Carney-Stratakis syndrome[MONDO:0011740]-Autosomal dominant) | Definitive (Carney-Stratakis syndrome[MONDO:0011740]-Mitochondrial) | Supportive (Cowden disease[MONDO:0016063]-Autosomal dominant) | Definitive, Supportive (hereditary pheochromocytoma-paraganglioma[MONDO:0017366]-Autosomal dominant) | Strong (mitochondrial complex 2 deficiency, nuclear type 4[MONDO:0030974]-Autosomal recessive) | Definitive (mitochondrial disease[MONDO:0044970]-Autosomal recessive)",Definitive (hereditary pheochromocytoma-paraganglioma[MONDO:0017366]-AD) | Definitive (mitochondrial disease[MONDO:0044970]-AR),P:171; LP:86; VUS:516,OMIM:115310 (cancer: 0.13 | cyst_cilio: 0.013 | tubulopathy: 0.007 | cakut: 0.004 | glomerulopathy: 0.002),OMIM:115310 (adult: 0.218); OMIM:619224 (antenatal_or_congenital: 0.821 | neonatal_or_pediatric: 0.665),OMIM:115310 (syndromic: 0.001 | neurologic: 0.002); OMIM:606764 (syndromic: 0.005 | neurologic: 0.01); OMIM:606864 (syndromic: 0 | neurologic: 0); OMIM:619224 (syndromic: 0.066 | skeletal: 0.061 | neurologic: 0.131),hm (false); ht (false),0.5,4317,0.6918238993710691,"9606.ENSP00000297185:570, 9606.ENSP00000362924:207, 9606.ENSP00000246957:900, 9606.ENSP00000380321:292, 9606.ENSP00000356953:999, 9606.ENSP00000281043:161, 9606.ENSP00000364699:999, 9606.ENSP00000445175:189",0.5,104.51899999999999,95.1223,49.7602858585475,cur_340
SDHC,10682,2,0.7968164794007491,2.01e-4,0.66948,0.99036,0.82502,Pheochromocytoma/paraganglioma syndrome 3[OMIM:605373]-Autosomal dominant inheritance | Paraganglioma and gastric stromal sarcoma[OMIM:606864]-NA | Gastrointestinal stromal tumor[OMIM:606764]-Autosomal dominant inheritance | Gastrointestinal stromal tumor[OMIM:606764]-Sporadic,"Moderate (renal cell carcinoma[MONDO:0005086]-Autosomal dominant) | Definitive, Strong (paragangliomas 3[MONDO:0011544]-Autosomal dominant) | Strong (gastrointestinal stromal tumor[MONDO:0011719]-Autosomal dominant) | Strong, Supportive (Carney-Stratakis syndrome[MONDO:0011740]-Autosomal dominant) | Supportive (Cowden disease[MONDO:0016063]-Autosomal dominant) | Definitive, Supportive (hereditary pheochromocytoma-paraganglioma[MONDO:0017366]-Autosomal dominant) | No Known Disease Relationship (mitochondrial disease[MONDO:0044970]-Unknown)",Definitive (hereditary pheochromocytoma-paraganglioma[MONDO:0017366]-AD) | No Known Disease Relationship (mitochondrial disease[MONDO:0044970]-Undetermined),P:44; LP:28; VUS:347,NULL,OMIM:605373 (adult: 0.218),OMIM:605373 (syndromic: 0.001 | neurologic: 0.002); OMIM:606764 (syndromic: 0.005 | neurologic: 0.01); OMIM:606864 (syndromic: 0 | neurologic: 0),hm (false); ht (false),0.5,2243,0.44654088050314467,"9606.ENSP00000364699:999, 9606.ENSP00000364649:999, 9606.ENSP00000273986:245",0.5,16.2057,14.0161,26.4986696297116,cur_341
SDHD,10683,2,0.9823395937559802,0.33697,0.23221,2.088,-0.16607,"Pheochromocytoma/paraganglioma syndrome 1[OMIM:168000]-Autosomal dominant inheritance | Paraganglioma and gastric stromal sarcoma[OMIM:606864]-NA | Mitochondrial complex II deficiency, nuclear type 3[OMIM:619167]-Autosomal recessive inheritance","Moderate (renal cell carcinoma[MONDO:0005086]-Autosomal dominant) | Definitive (paragangliomas 1[MONDO:0008192]-Autosomal dominant) | Moderate, Supportive (mitochondrial complex II deficiency[MONDO:0009641]-Autosomal recessive) | Strong, Supportive (Carney-Stratakis syndrome[MONDO:0011740]-Autosomal dominant) | Supportive (Cowden disease[MONDO:0016063]-Autosomal dominant) | Definitive, Supportive (hereditary pheochromocytoma-paraganglioma[MONDO:0017366]-Autosomal dominant) | Limited (mitochondrial disease[MONDO:0044970]-Autosomal recessive) | Limited (mitochondrial complex II deficiency, nuclear type 1[MONDO:0100294]-Autosomal recessive)",Definitive (hereditary pheochromocytoma-paraganglioma[MONDO:0017366]-AD) | Limited (mitochondrial disease[MONDO:0044970]-AR),P:87; LP:53; VUS:302,NULL,OMIM:168000 (adult: 0.683 | neonatal_or_pediatric: 0.2); OMIM:619167 (neonatal_or_pediatric: 0.402 | antenatal_or_congenital: 0.077),OMIM:168000 (syndromic: 0.001 | neurologic: 0.002); OMIM:606864 (syndromic: 0 | neurologic: 0); OMIM:619167 (syndromic: 0.065 | skeletal: 0.006 | neurologic: 0.135),hm (false); ht (false),0.5,2720,0.519916142557652,"9606.ENSP00000273986:409, 9606.ENSP00000364649:999, 9606.ENSP00000356953:999, 9606.ENSP00000245907:313",0.5,91.3687,69.8611,31.9091419264788,cur_342
SEC61A1,18276,5,3.839212588022336,0.98675,0.11405,4.2105,4.0608,"Tubulointerstitial kidney disease, autosomal dominant, 5[OMIM:617056]-Autosomal dominant inheritance","Strong, Moderate (hyperuricemic nephropathy, familial juvenile type 4[MONDO:0014891]-Autosomal dominant) | Moderate (SEC61A1 deficiency[MONDO:0100337]-Autosomal dominant)",Moderate (SEC61A1 deficiency[MONDO:0100337]-AD),P:3; LP:4; VUS:53,OMIM:617056 (glomerulopathy: 0.122 | cyst_cilio: 0.113 | cakut: 0.073 | nephrocalcinosis: 0.062 | cancer: 0.05 | tubulopathy: 0.049 | complement: 0.036),OMIM:617056 (neonatal_or_pediatric: 0.463 | adult: 0.372),OMIM:617056 (syndromic: 0.019 | growth: 0.352 | skeletal: 0.001),hm (false); ht (false),1,8341,0.8490566037735849,"9606.ENSP00000269305:163, 9606.ENSP00000341292:154, 9606.ENSP00000348849:800, 9606.ENSP00000481646:800, 9606.ENSP00000322323:292, 9606.ENSP00000256078:163, 9606.ENSP00000336655:357, 9606.ENSP00000414398:382, 9606.ENSP00000317272:165, 9606.ENSP00000357998:994, 9606.ENSP00000229179:163, 9606.ENSP00000229769:345, 9606.ENSP00000359345:908, 9606.ENSP00000246914:154, 9606.ENSP00000463784:901, 9606.ENSP00000470972:800, 9606.ENSP00000414321:800",0.5,98.2853,70.0167,52.8776885415627,cur_343
SEC63,21082,4,3.009754408383491,0,0.39615,4.0741,2.1992,Polycystic liver disease 2[OMIM:617004]-Autosomal dominant inheritance,"Strong, Supportive (polycystic liver disease 1[MONDO:0008265]-Autosomal dominant) | Definitive, Definitive, Strong (polycystic liver disease 2[MONDO:0014860]-Autosomal dominant)",Definitive (polycystic liver disease 2[MONDO:0014860]-AD),P:29; LP:16; VUS:147,NULL,OMIM:617004 (adult: 0.218),NULL,hm (false); ht (false),0.5,3646,0.6373165618448637,"9606.ENSP00000273986:165, 9606.ENSP00000414398:165, 9606.ENSP00000231509:165, 9606.ENSP00000307235:235, 9606.ENSP00000363435:165, 9606.ENSP00000481646:313, 9606.ENSP00000243253:994, 9606.ENSP00000226760:238, 9606.ENSP00000357283:188, 9606.ENSP00000297185:153, 9606.ENSP00000336655:552, 9606.ENSP00000258173:313",0.5,18.7641,11.8907,156.217742290717,cur_344
SGPL1,10817,4,2.77584625226192,0.003626,0.32649,3.454,1.8214,RENI syndrome[OMIM:617575]-Autosomal recessive inheritance,"Strong, Moderate (nephrotic syndrome 14[MONDO:0033203]-Autosomal recessive)",NULL,P:14; LP:5; VUS:87,OMIM:617575 (glomerulopathy: 0.397 | cyst_cilio: 0.136 | cakut: 0.056 | cancer: 0.05 | tubulopathy: 0.049 | complement: 0.036 | nephrocalcinosis: 0.028),OMIM:617575 (neonatal_or_pediatric: 0.865),OMIM:617575 (syndromic: 0.072 | skeletal: 0.049 | neurologic: 0.15),hm (true); ht (true),0.5,749,0.18448637316561844,"9606.ENSP00000311505:292, 9606.ENSP00000351157:165, 9606.ENSP00000322323:292",0.5,17.0948,10.374,56.2830001416331,cur_345
SHH,10848,2,1.6301280884622644,0.98258,0,3.2544,2.9479,Microphthalmia with coloboma 5[OMIM:611638]-Autosomal dominant inheritance | Schizencephaly[OMIM:269160]-NA | Single median maxillary central incisor[OMIM:147250]-Autosomal dominant inheritance | Holoprosencephaly 3[OMIM:142945]-Autosomal dominant inheritance,"Supportive (microphthalmia, isolated, with coloboma[MONDO:0000170]-Autosomal dominant) | Moderate (skeletal system disorder[MONDO:0005172]-Autosomal dominant) | Definitive, Definitive (holoprosencephaly 3[MONDO:0007733]-Autosomal dominant) | Definitive, Moderate (solitary median maxillary central incisor syndrome[MONDO:0007819]-Autosomal dominant) | Definitive, Supportive (polydactyly of a triphalangeal thumb[MONDO:0008270]-Autosomal dominant) | Supportive (syndactyly type 4[MONDO:0008515]-Autosomal dominant) | Definitive, Strong (microphthalmia, isolated, with coloboma 5[MONDO:0012709]-Autosomal dominant) | Supportive (holoprosencephaly[MONDO:0016296]-Autosomal recessive) | Supportive (triphalangeal thumb-polysyndactyly syndrome[MONDO:0017454]-Autosomal dominant) | Supportive (hypoplastic tibiae-postaxial polydactyly syndrome[MONDO:0018052]-Autosomal dominant) | Supportive (autosomal dominant preaxial polydactyly-upperback hypertrichosis syndrome[MONDO:0018777]-Autosomal dominant)",NULL,P:44; LP:20; VUS:126,OMIM:142945 (cakut: 0.073 | cancer: 0.02 | cyst_cilio: 0.013 | nephrocalcinosis: 0.007 | glomerulopathy: 0.002),NULL,OMIM:142945 (syndromic: 0.084 | skeletal: 0.059 | neurologic: 0.132); OMIM:147250 (syndromic: 0.035 | growth: 0.25 | skeletal: 0.049 | neurologic: 0.04); OMIM:269160 (syndromic: 0.005 | neurologic: 0.011); OMIM:611638 (syndromic: 0.001 | neurologic: 0.001),hm (false); ht (true),0.5,1942,0.39832285115303984,"9606.ENSP00000396688:405, 9606.ENSP00000346839:372, 9606.ENSP00000379204:373, 9606.ENSP00000361021:313, 9606.ENSP00000264664:223, 9606.ENSP00000265171:256",0,3.4576599999999997,1.5733700000000002,1.17058454931188,cur_346
SIX1,10887,3,2.9642524760843827,NULL,NULL,NULL,NULL,"Deafness, autosomal dominant 23[OMIM:605192]-Autosomal dominant inheritance | Branchiootic syndrome 3[OMIM:608389]-Autosomal dominant inheritance","Definitive, Supportive (branchio-oto-renal syndrome[MONDO:0007029]-Autosomal dominant) | Definitive, Strong (autosomal dominant nonsyndromic hearing loss 23[MONDO:0011519]-Autosomal dominant) | Definitive, Strong (branchiootic syndrome 3[MONDO:0012025]-Autosomal dominant) | Supportive (branchiootic syndrome[MONDO:0018878]-Autosomal dominant) | Supportive (autosomal dominant nonsyndromic hearing loss[MONDO:0019587]-Autosomal dominant)",Definitive (branchio-oto-renal syndrome[MONDO:0007029]-AD),P:6; LP:10; VUS:77,OMIM:605192 (cakut: 0.065 | cancer: 0.02 | cyst_cilio: 0.008 | glomerulopathy: 0.002),NULL,OMIM:605192 (syndromic: 0.001); OMIM:608389 (syndromic: 0.001),hm (true); ht (false),0,NULL,NULL,NULL,0.5,0.06387319999999999,0.0603659,26.144708895347,cur_347
SIX2,10888,3,2.3797935553654543,0.93869,0,2.7577,0.51896,NULL,NULL,NULL,P:0; LP:1; VUS:13,NULL,NULL,NULL,hm (true); ht (false),0,NULL,NULL,NULL,0.5,0.649506,0.46592799999999995,35.2957752567577,cur_348
SIX5,10891,5,3.757341992941496,0.006924,0.40618,2.1149,-0.563,Branchiootorenal syndrome 2[OMIM:610896]-NA,"Supportive, Disputed Evidence (branchio-oto-renal syndrome[MONDO:0007029]-Autosomal dominant) | Definitive, Limited (branchiootorenal syndrome 2[MONDO:0012575]-Autosomal dominant)",Disputed (branchio-oto-renal syndrome[MONDO:0007029]-AD),P:1; LP:0; VUS:124,OMIM:610896 (nephrocalcinosis: 0.111 | tubulopathy: 0.105 | cakut: 0.093 | cyst_cilio: 0.087 | glomerulopathy: 0.084 | complement: 0.071 | cancer: 0.02),NULL,OMIM:610896 (syndromic: 0.001),hm (false); ht (false),0,163,0.008385744234800839,9606.ENSP00000437256:163,0.5,10.9425,7.77245,29.033255359593,cur_349
